What,0,1,2,3,4,Date,Hour,5,6,7
ABC most viewed,Djokovic claims ninth Australian Open crown with straight-sets victory over Medvedev,Sunshine Coast rugby league player dies after collapsing during match,Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,Which COVID-19 vaccine group are you in?,2021-02-21,21,,,
ABC most viewed,Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,Djokovic claims ninth Australian Open crown with straight-sets victory over Medvedev,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,Sunshine Coast rugby league player dies after collapsing during match,Which COVID-19 vaccine group are you in?,2021-02-21,22,,,
ABC most viewed,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,Which COVID-19 vaccine group are you in?,Djokovic claims ninth Australian Open crown with straight-sets victory over Medvedev,2021-02-21,23,,,
ABC most viewed,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,Which COVID-19 vaccine group are you in?,PM says he got COVID vaccine a day before national rollout to let Australians know 'it's good to go',2021-02-22,00,,,
ABC most viewed,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,Which COVID-19 vaccine group are you in?,Djokovic claims ninth Australian Open crown with straight-sets victory over Medvedev,2021-02-22,01,,,
ABC most viewed,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,Which COVID-19 vaccine group are you in?,Sunshine Coast rugby league player dies after collapsing during match,2021-02-22,02,,,
ABC most viewed,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,Which COVID-19 vaccine group are you in?,Sunshine Coast rugby league player dies after collapsing during match,2021-02-22,03,,,
ABC most viewed,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",Hundreds of homes being 'left vacant' by landlords in Adelaide's CBD,Which COVID-19 vaccine group are you in?,'You cannot legislate a narcissist to respect others': Coercive control inquiry hears harrowing tales,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,2021-02-22,04,,,
ABC most viewed,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",'You cannot legislate a narcissist to respect others': Coercive control inquiry hears harrowing tales,'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Which COVID-19 vaccine group are you in?,'I thought we were done': Passengers put driver's licences in their pockets after engine explodes,2021-02-22,05,,,
ABC most viewed,'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,"Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",How this inventor’s take on recycling could change the way we decorate our homes,"Georgia says if she had just one person love her, it would have reduced a lot of her crime",Bosses could be paid to cut wages and sack employees; JobMaker might break law: Treasury,2021-02-22,06,,,
ABC most viewed,Third woman alleges she was sexually assaulted by same person accused of raping Brittany Higgins,'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,How this inventor’s take on recycling could change the way we decorate our homes,"Live: Australia joins global vaccine blitz as UK, US ramp up jab targets","Tennis Australia president booed after mentioning COVID-19 vaccine, Victorian government in speech",2021-02-22,07,,,
ABC most viewed,'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Third woman alleges she was sexually assaulted by same man accused of raping Brittany Higgins,"Live: Australia joins global vaccine blitz as UK, US ramp up jab targets",Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without a phone signal,How this inventor’s take on recycling could change the way we decorate our homes,2021-02-22,08,,,
ABC most viewed,'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Third woman alleges she was sexually assaulted by same man accused of raping Brittany Higgins,"Live: Australia joins global vaccine blitz as UK, US ramp up jab targets",Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,Which COVID-19 vaccine group are you in?,2021-02-22,09,,,
ABC most viewed,'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Live: 'Modern science at its best': Vaccination rollout targets priority groups across Australia,Third woman alleges she was sexually assaulted by same man accused of raping Brittany Higgins,"Texans 'slugged $US1,000 a day for electricity' during deadly deep freeze",Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,2021-02-22,11,,,
ABC most viewed,"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",Third woman alleges she was sexually assaulted by same man accused of raping Brittany Higgins,'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Live: 'Modern science at its best': Vaccination rollout targets priority groups across Australia,Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,2021-02-22,12,,,
ABC most viewed,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Live: 'Modern science at its best': Vaccination rollout targets priority groups across Australia,Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,2021-02-22,13,,,
ABC most viewed,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,"Live: 'Don't skip the vaccine just because your region is COVID-free', Minister urges regional communities",2021-02-22,14,,,
ABC most viewed,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears","Father describes 'deafening silence' after crying out for wife, son who died in horror truck smash",'We've had a gutful': Traditional owners threaten to shut Kakadu as park falls into disrepair,Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,2021-02-22,15,,,
ABC most viewed,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',I was the Australia doctor on the WHO's mission to China. This is what we found,"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,"Father describes 'deafening silence' after crying out for wife, son who died in horror truck smash",2021-02-22,16,,,
ABC most viewed,I'm the Australia doctor who went to China for the WHO. This is what we found,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears","Andrews says Crown must be 'accountable', announces royal commission",Intrepid cyclist listed as a 'missing person' after eight-day Victorian trip without phone signal,2021-02-22,17,,,
ABC most viewed,I'm the Australia doctor who went to China for the WHO. This is what we found,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",Another Crown director resigns as Victoria calls royal commission,Melbourne doctors under investigation after endorsing hydroxychloroquine,2021-02-22,18,,,
ABC most viewed,I'm the Australian doctor who went to China for the WHO. This is what we found,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",'First daddy-daughter experience': Child protection police officer pleads not guilty to grooming charges of 15yo girl,139-year-old house rolls to a new San Francisco address,2021-02-22,19,,,
ABC most viewed,I'm the Australian doctor who went to China for the WHO. This is what we found,"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh','First daddy-daughter experience': Child protection police officer pleads not guilty to grooming charges of 15yo girl,"Father describes 'deafening silence' after crying out for wife, son who died in horror truck smash",2021-02-22,20,,,
ABC most viewed,Dhanya Mani asked the PM's office for help over an alleged assault. She says she did not get any,I'm the Australian doctor who went to China for the WHO. This is what we found,"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",Photographer snaps giant 'flash rip' roiled up by big WA surf,Fourth woman alleges former staffer at centre of rape allegations 'stroked her thigh',2021-02-22,22,,,
ABC most viewed,Dhanya Mani asked the PM's office for help over an alleged assault. She says she did not get any,I'm the Australian doctor who went to China for the WHO. This is what we found,"Texans 'slugged $US1,000 a day for electricity' during deadly deep freeze","Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",Photographer snaps giant 'flash rip' roiled up by big WA surf,2021-02-22,23,,,
ABC most viewed,"Texans 'slugged $US1,000 a day for electricity' during deadly deep freeze",Dhanya Mani asked the PM's office for help over an alleged assault. She says she did not get any,I'm the Australian doctor who went to China for the WHO. This is what we found,Photographer snaps giant 'flash rip' roiled up by big WA surf,"Missing Sydney businesswoman has less than $6,000 in her bank accounts, court hears",2021-02-23,00,,,
ABC most viewed,Israel is giving the world a glimpse into a post-vaccine future. But not everyone is happy,Dhanya Mani asked the PM's office for help over an alleged assault. She says she did not get any,I'm the Australian doctor who went to China for the WHO. This is what we found,Photographer snaps giant 'flash rip' roiled up by big WA surf,"Texans 'slugged $US1,000 a day for electricity' during deadly deep freeze",2021-02-23,01,,,
ABC most viewed,Trump's tax records to be turned over in big loss for former president,Israel is giving the world a glimpse into a post-vaccine future. But not everyone is happy,Dhanya Mani asked the PM's office for help over an alleged assault. She says she did not get any,I'm the Australian doctor who went to China for the WHO. This is what we found,Photographer snaps giant 'flash rip' roiled up by big WA surf,2021-02-23,02,,,
ABC most viewed,Trump's tax records to be turned over in big loss for former president,Israel is giving the world a glimpse into a post-vaccine future. But not everyone is happy,Dhanya Mani asked the PM's office for help over an alleged assault. She says she did not get any,I'm the Australian doctor who went to China for the WHO. This is what we found,Photographer snaps giant 'flash rip' roiled up by big WA surf,2021-02-23,03,,,
ABC most viewed,Trump's tax records to be turned over in big loss for former president,Israel is giving the world a glimpse into a post-vaccine future. But not everyone is happy,'We're being trampled on': Byron Bay's 'free-living' reputation is coming at a cost,'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,The great-grandma inciting a women's revolt against 'Europe's last dictator',2021-02-23,04,,,
ABC most viewed,Trump's tax records to be turned over in big loss for former president,'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,'We're being trampled on': Byron Bay's 'free-living' reputation is coming at a cost,'She's not scared of anything': The great-grandma inspiring an uprising in a European nation,Israel is giving the world a glimpse into a post-vaccine future. But not everyone is happy,2021-02-23,05,,,
ABC most viewed,Trump's tax records to be turned over to New York prosecutors,"In Byron Bay, there's a deepening rift between some 'van lifers' and locals",'She's not scared of anything': The great-grandma inspiring an uprising in a European nation,'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,Israel is giving the world a glimpse into a post-vaccine future. But not everyone is happy,2021-02-23,06,,,
ABC most viewed,'She's not scared of anything': The great-grandma inspiring an uprising in a European nation,"In Byron Bay, there's a deepening rift between some 'van lifers' and locals",'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,Trump's tax records to be turned over to New York prosecutors,Dhanya Mani asked the PM's office for help over an alleged assault. She says she did not get any,2021-02-23,07,,,
ABC most viewed,Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,"What if someone started living on your front lawn? For some Byron residents, that's life",'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,Trump's tax records to be turned over to New York prosecutors,Live: WHO warns there will be a short supply of COVID-19 vaccines this year,2021-02-23,08,,,
ABC most viewed,Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,"What if someone started living on your front lawn? For some Byron residents, that's life",'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,Trump's tax records to be turned over to New York prosecutors,Live: WHO warns there will be a short supply of COVID-19 vaccines this year,2021-02-23,09,,,
ABC most viewed,Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,"What if someone started living on your front lawn? For some Byron residents, that's life",Live: New coronavirus case recorded in New Zealand,'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,"Victoria on track for restrictions to lift this week, Andrews says",2021-02-23,11,,,
ABC most viewed,Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,"What if someone started living on your front lawn? For some Byron residents, that's life",Live: New coronavirus case recorded in New Zealand,'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,Alleged Brisbane sex slave ring operator charged with 13 new offences,2021-02-23,12,,,
ABC most viewed,Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,"What if someone started living on your front lawn? For some Byron residents, that's life",Alleged Brisbane sex slave ring operator charged with 13 new offences,Live: New coronavirus case recorded in New Zealand,'I'm just so sick of this s***': There is a huge untapped fury among women staffers and politicians,2021-02-23,13,,,
ABC most viewed,"Facebook to reverse ban on Australian news sites, government says",Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,"What if someone started living on your front lawn? For some Byron residents, that's life",Owner of cat urinating on children's toys first to be fined under curfew bylaw,Live: New coronavirus case recorded in New Zealand,2021-02-23,14,,,
ABC most viewed,"Facebook to reverse ban on Australian news sites 'in the coming days', government says",'A whole lot of silence': Former Liberal staffer Chelsey Potter speaks out about party's handling of assault allegations,"In free-living Byron, the ugly side of tourism has exposed a deep rift in the community",Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,Owner of cat urinating on children's toys first to be fined under curfew bylaw,2021-02-23,15,,,
ABC most viewed,Rival broadcasts lay bare the split in royal family,"Facebook has 'refriended' Australia, government says, as platform reverses ban on local news sites",Flesh-eating Buruli ulcer cases discovered in inner Melbourne suburbs,'A whole lot of silence': Former Liberal staffer Chelsey Potter speaks out about party's handling of assault allegations,Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,2021-02-23,16,,,
ABC most viewed,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,Rival broadcasts lay bare the split in royal family,"Facebook has 'refriended' Australia, government says, as platform reverses ban on local news sites",'A whole lot of silence': Former Liberal staffer Chelsey Potter speaks out about party's handling of assault allegations,Police snatched 74-year-old Nina's flag. What she did next is fuelling an uprising,2021-02-23,17,,,
ABC most viewed,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,Queen announces rare TV appearance hours before Meghan and Harry interview,"Facebook has 'refriended' Australia, government says, as platform reverses ban on news sharing",'A whole lot of silence': Former Liberal staffer Chelsey Potter speaks out about party's handling of assault allegations,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',2021-02-23,18,,,
ABC most viewed,Queen announces rare TV appearance hours before Meghan and Harry interview,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,Facebook promises to 'restore news' for Australians in wake of government agreement,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',Interest rates are rising and that could be very bad news for your tech stocks,2021-02-23,19,,,
ABC most viewed,Queen announces rare TV appearance hours before Meghan and Harry interview,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,Facebook promises to 'restore news' for Australians in wake of government agreement,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',Interest rates are rising and that could be very bad news for your tech stocks,2021-02-23,20,,,
ABC most viewed,Queen announces rare TV appearance hours before Meghan and Harry interview,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',Interest rates are rising and that could be very bad news for your tech stocks,Facebook promises to 'restore news' for Australians in wake of government agreement,2021-02-23,21,,,
ABC most viewed,Queen announces rare TV appearance hours before Meghan and Harry interview,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,Interest rates are rising and that could be very bad news for your tech stocks,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',Facebook promises to 'restore news' for Australians in wake of government agreement,2021-02-23,22,,,
ABC most viewed,Our small island neighbour defied COVID-19's deadly progression. But documents reveal trouble on the horizon,Queen announces rare TV appearance hours before Meghan and Harry interview,Interest rates are rising and that could be very bad news for your tech stocks,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',2021-02-24,00,,,
ABC most viewed,Queen announces rare TV appearance hours before Meghan and Harry interview,Our small island neighbour defied COVID-19's deadly progression. But documents reveal trouble on the horizon,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,Interest rates are rising and that could be very bad news for your tech stocks,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',2021-02-24,01,,,
ABC most viewed,Our small island neighbour defied COVID-19's deadly progression. But documents reveal trouble on the horizon,"Prince Philip has infection, will remain in hospital for 'several days'",Queen announces rare TV appearance hours before Meghan and Harry interview,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,2021-02-24,02,,,
ABC most viewed,"Prince Philip has infection, will remain in hospital for 'several days'",Our small island neighbour defied COVID-19's deadly progression. But documents reveal trouble on the horizon,Queen announces rare TV appearance hours before Meghan and Harry interview,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',2021-02-24,03,,,
ABC most viewed,"Prince Philip has infection, will remain in hospital for 'several days'",Our small island neighbour defied COVID-19's deadly progression. But documents reveal trouble on the horizon,Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined',Queen announces rare TV appearance hours before Meghan and Harry interview,2021-02-24,04,,,
ABC most viewed,Our small island neighbour defied COVID-19's deadly progression. But documents reveal trouble on the horizon,"Prince Philip has infection, will remain in hospital for 'several days'",Expert says no cause for 'huge alarm' after flesh-eating bacteria found in inner Melbourne suburbs,'It's a disgrace': Impact of rogue importers who violated biosecurity laws in their handling of diseased prawns could leave entire industry 'ruined','Called me a sex guru': Rape accused tells trial alleged victims 'hounded' him,2021-02-24,05,,,
ABC most viewed,"Tiger Woods hurt in car crash, rushed to hospital with multiple leg injuries","Prince Philip has infection, will remain in hospital for 'several days'",There's a simple reason Facebook defied the government's wishes while Google buckled,Live: NSW Now: Garbage truck driver charged after female pedestrian struck and killed in Sydney,'She did everything by the book': Domestic violence advocates call for action in wake of Doreen Langham's death,2021-02-24,06,,,
ABC most viewed,Tiger Woods undergoes emergency surgery after LA car crash,There's a simple reason Facebook defied the government's wishes while Google buckled,'She did everything by the book': Domestic violence advocates call for action in wake of Doreen Langham's death,Live: NSW Now: Garbage truck driver charged after female pedestrian struck and killed in Sydney,"Prince Philip has infection, will remain in hospital for 'several days'",2021-02-24,07,,,
ABC most viewed,Tiger Woods undergoes emergency surgery after LA car crash,"Italian cemetery collapses, sending coffins down cliff into sea",There's a simple reason Facebook defied the government's wishes while Google buckled,'She did everything by the book': Domestic violence advocates call for action in wake of Doreen Langham's death,"'Life is already difficult, this is just going to make it worse': Unemployed react to $25 JobSeeker raise",2021-02-24,08,,,
ABC most viewed,Two residents in Brisbane aged care facility given 'higher than recommended dose' of Pfizer vaccine,Tiger Woods undergoes emergency surgery after LA car crash,Live: Doctor stood down from vaccine program after wrong doses administered,"Italian cemetery collapses, sending coffins down cliff into sea",Finances of missing businesswoman 'forensically reconstructed' as liquidator issues plea,2021-02-24,09,,,
ABC most viewed,Pfizer vaccine incorrectly administered to two patients at Brisbane aged care home,NSW Premier eases COVID-19 restrictions across Greater Sydney after 38th day of no local cases,Tiger Woods not impaired by drugs when driving at 'greater than normal' speed before car smash,What we know about the Tiger Woods car crash,"Live: Incorrect COVID vaccinations show need for 'greater care' in giving shots, aged care boss says",2021-02-24,11,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients will be reported to medical regulator,What we know about the Tiger Woods car crash,Tiger Woods not impaired by drugs when driving at 'greater than normal' speed before car smash,"Elon Musk loses $19 billion after bitcoin and Tesla shares plunge, ASX opens lower","Boost for weddings, gyms as NSW Premier eases COVID restrictions across Greater Sydney",2021-02-24,12,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients will be reported to medical regulator,What we know about the Tiger Woods car crash,Tiger Woods not impaired by drugs when driving at 'greater than normal' speed before car smash,"Elon Musk loses $19 billion after bitcoin and Tesla shares plunge, ASX falls",Contagious virus easy to confuse with COVID-19 on the rise in Queensland,2021-02-24,13,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients will be reported to medical regulator,What we know about the Tiger Woods car crash,Tiger Woods not impaired by drugs when driving at 'greater than normal' speed before car smash,"Clive Palmer's attempt to open WA border may have been 'catastrophic', High Court reveals",Contagious virus easy to confuse with COVID-19 on the rise in Queensland,2021-02-24,14,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,Former Cairns childcare director jailed for six years over child's death on minibus,What we know about the Tiger Woods car crash,Driver pleads not guilty to driving dangerously before crash that killed Sophia Naismith,"Clive Palmer's attempt to open WA border may have been 'catastrophic', High Court reveals",2021-02-24,15,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,What we know about the Tiger Woods car crash,Former Cairns childcare director jailed for six years over child's death on minibus,Driver pleads not guilty to driving dangerously before crash that killed Sophia Naismith,These are the safeguards which were suppose to stop aged care residents being given a vaccine overdose,2021-02-24,16,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,"Tiger Woods suffered 'significant' injuries to his right leg in LA crash, tweet confirms",Former Cairns childcare director jailed for six years over child's death on minibus,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,"Live: Hunt calls on Health Department to take action against doctor who wrongly administered vaccine, and his employer",2021-02-24,17,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,"Younger women were drawn to rape accused despite him weighing 150kg, court hears",Tiger Woods 'awake' after long surgery to stabilise badly injured leg,What we know about the Tiger Woods car crash,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,2021-02-24,18,,,
ABC most viewed,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,Tiger Woods 'awake' after long surgery to stabilise badly injured leg,Alleged rapist tells court younger women were drawn to him by his teachings,New bonus system slammed by food delivery riders as 'physically impossible' to achieve,Former Cairns childcare director jailed for six years over child's death on minibus,2021-02-24,19,,,
ABC most viewed,"Federal ALP 'absolutely complicit' in toxic treatment of women in Parliament, former MP Emma Husar says",Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,Tiger Woods 'awake' after long surgery to stabilise badly injured leg,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,Former Cairns childcare director jailed for six years over child's death on minibus,2021-02-24,20,,,
ABC most viewed,"Federal ALP 'absolutely complicit' in toxic treatment of women in Parliament, former MP Emma Husar says",Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,Tiger Woods 'awake' after long surgery to stabilise badly injured leg,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,Former Cairns childcare director jailed for six years over child's death on minibus,2021-02-24,21,,,
ABC most viewed,'Women are forced to stay silent': Former Labor MP Emma Husar speaks after scathing open letter to Anthony Albanese,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,Tiger Woods 'awake' after long surgery to stabilise badly injured leg,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,New bonus system slammed by food delivery riders as 'physically impossible' to achieve,2021-02-24,23,,,
ABC most viewed,Three Australian states impose travel restrictions on New Zealand,'Women are forced to stay silent': Former Labor MP Emma Husar speaks after scathing open letter to Anthony Albanese,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,Tiger Woods 'awake' after long surgery to stabilise badly injured leg,2021-02-25,00,,,
ABC most viewed,Three Australian states impose travel restrictions on New Zealand,'Women are forced to stay silent': Former Labor MP Emma Husar speaks after scathing open letter to Anthony Albanese,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,Doctor who gave incorrect dose of Pfizer vaccine to elderly patients did not complete training,Police say items found in car boot of man facing child exploitation offences could indicate 'plans for further offending',2021-02-25,01,,,
ABC most viewed,Three Australian states impose travel restrictions on New Zealand,QAnon conspiracy theorists keeps getting their predictions wrong. So why do supporters still believe?,'Women are forced to stay silent': Former Labor MP Emma Husar speaks after scathing open letter to Anthony Albanese,23 tonnes seized in Europe's biggest-ever cocaine bust,Donald Trump's fight to hide his tax records took a big hit this week. What other legal battles will the ex-president face?,2021-02-25,03,,,
ABC most viewed,Three Australian states impose travel restrictions on New Zealand,'I'm the only person she's revealed her beliefs to': How QAnon followers are dealing with being wrong,Winmartie has spent 14 years in custody and his advocates say it's time for his 'hopeless and desperate' situation to end,'Women are forced to stay silent': Former Labor MP Emma Husar speaks after scathing open letter to Anthony Albanese,Street value of 'several billion': European authorities seize 23 tonnes of cocaine,2021-02-25,04,,,
ABC most viewed,Three Australian states impose travel restrictions on New Zealand,'I'm the only person she's revealed her beliefs to': How QAnon followers are dealing with being wrong,Winmartie has spent 14 years in custody and his advocates say it's time for his 'hopeless and desperate' situation to end,'Women are forced to stay silent': Former Labor MP Emma Husar speaks after scathing open letter to Anthony Albanese,Brisbane officially named 'preferred' choice to host 2032 Summer Olympic Games,2021-02-25,05,,,
ABC most viewed,"Burnt, stepped on and left in bed to rot: The real-life horror story inside an exclusive nursing home",'I'm the only person she's revealed her beliefs to': How QAnon followers are dealing with being wrong,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,Three Australian states impose travel restrictions on New Zealand,'Women are forced to stay silent': Former Labor MP Emma Husar speaks after scathing open letter to Anthony Albanese,2021-02-25,06,,,
ABC most viewed,'They were treating my dad like an animal to be slaughtered': Horror allegations from inside an exclusive home,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,'I'm the only person she's revealed her beliefs to': How QAnon followers are dealing with being wrong,Bone found at Maslin Beach identified as belonging to missing person,Winmartie has spent 14 years in custody and his advocates say it's time for his 'hopeless and desperate' situation to end,2021-02-25,07,,,
ABC most viewed,'They were treating my dad like an animal to be slaughtered': Horror allegations from inside an exclusive home,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,'I'm the only person she's revealed her beliefs to': How QAnon followers are dealing with being wrong,Bone found at Maslin Beach identified as belonging to missing person,Live: Concerns over how untrained doctor was able to administer COVID-19 vaccine,2021-02-25,08,,,
ABC most viewed,'They were treating my dad like an animal to be slaughtered': Horror allegations from inside an exclusive home,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,Melbourne cake shop baffled by exposure window as contractors sound alarm on contact tracing,Live: Concerns over how untrained doctor was able to administer COVID-19 vaccine,'I'm the only person she's revealed her beliefs to': How QAnon followers are dealing with being wrong,2021-02-25,09,,,
